업소명,coords,lats,longs
(주)영동가스,"[37.5188874157475, 127.011846751135]","[[37.51900927, 37.51845158, 37.51837273, 37.51892396, 37.51893268, 37.51894479, 37.51895098, 37.5189569, 37.51900393, 37.51899575, 37.51900927], [37.51819554, 37.51823551, 37.51832733, 37.51849769, 37.51842646, 37.51817331, 37.51816205, 37.51815219, 37.51812348, 37.51809136, 37.51798971, 37.51806488, 37.51808121, 37.51808459, 37.51810711, 37.5181043, 37.51812092, 37.51811304, 37.51813077, 37.51813978, 37.51815696, 37.51815978, 37.5181778, 37.51817498, 37.51819554], [37.51877514, 37.51876445, 37.51877318, 37.51875347, 37.5187577, 37.51856315, 37.51855893, 37.51851473, 37.51850657, 37.51849474, 37.51841646, 37.51869377, 37.51877514]]","[[127.01282805, 127.01211494, 127.01221108, 127.01291146, 127.01290067, 127.01291464, 127.01292189, 127.01291464, 127.01285596, 127.01284625, 127.01282805], [127.01297477, 127.01302604, 127.01291453, 127.01270706, 127.01261055, 127.01291432, 127.01292776, 127.01291432, 127.0128756, 127.01291449, 127.01303677, 127.0131317, 127.01311119, 127.01311385, 127.01308486, 127.01308222, 127.01306066, 127.0130504, 127.01302902, 127.01303945, 127.01301718, 127.01302089, 127.01299969, 127.01299403, 127.01297477], [127.01156319, 127.01155065, 127.01153809, 127.01151423, 127.01150504, 127.01128002, 127.01128709, 127.01123954, 127.01125139, 127.0112383, 127.0113431, 127.01166941, 127.01156319]]"
대성산업(주)동부충전소,"[37.5505097815363, 127.052311969358]",[],[]
서울숲충전소,"[37.5488226798397, 127.044896257318]","[[37.5488498, 37.54880607, 37.54883377, 37.54883304, 37.54886496, 37.54888775, 37.54888863, 37.54891166, 37.5488498], [37.54836488, 37.54831472, 37.54834546, 37.54834658, 37.54837484, 37.54842386, 37.54836488], [37.54914541, 37.54901254, 37.54898781, 37.54904919, 37.54907258, 37.54906441, 37.5491864, 37.5491504, 37.54914799, 37.54914541]]","[[127.04518755, 127.04523229, 127.04527801, 127.04527871, 127.04533135, 127.04530956, 127.04531163, 127.0452896, 127.04518755], [127.04570816, 127.04574955, 127.0458083, 127.04580736, 127.04586136, 127.0458209, 127.04570816], [127.04529979, 127.0454073, 127.04542382, 127.04553905, 127.04551567, 127.04549364, 127.04538223, 127.04529794, 127.04529987, 127.04529979]]"
우일에너지(주),"[37.6080540647388, 127.030281930468]",[],[]
(주)장위가스,"[37.613271084, 127.060639378]",[],[]
잠실복지충전소,"[37.5036287585363, 127.087048110333]","[[37.50416145, 37.50414128, 37.50413425, 37.50407606, 37.50407435, 37.50404022, 37.50401365, 37.50413273, 37.50416145], [37.5032145, 37.50316628, 37.50319275, 37.50319302, 37.50321355, 37.50321563, 37.50323716, 37.50328394, 37.5032145], [37.50411675, 37.50401361, 37.50398739, 37.50409053, 37.50411675], [37.50395259, 37.50406283, 37.50408885, 37.50398086, 37.50395259], [37.50373828, 37.50371901, 37.50372298, 37.50369318, 37.50368759, 37.50367228, 37.50367661, 37.50364618, 37.50364095, 37.5036061, 37.50360727, 37.50352605, 37.50352372, 37.50348841, 37.50349031, 37.50340926, 37.50340502, 37.50338297, 37.50334209, 37.50337018, 37.50337422, 37.50341132, 37.50341763, 37.50347778, 37.50347975, 37.50353927, 37.50355279, 37.50362023, 37.50362545, 37.50364283, 37.50365013, 37.50369497, 37.50373828], [37.50416714, 37.50419469, 37.50407715, 37.50404924, 37.50416714], [37.50411975, 37.50400518, 37.50397852, 37.50409409, 37.50411975], [37.5040042, 37.50405669, 37.50405245, 37.50409882, 37.50410161, 37.504166, 37.50418459, 37.50419532, 37.50421832, 37.50423534, 37.50430914, 37.50430329, 37.50436332, 37.50435632, 37.5043638, 37.50435796, 37.50434904, 37.5043406, 37.50430806, 37.50430348, 37.50427789, 37.50427977, 37.50424417, 37.50424938, 37.50423864, 37.50419767, 37.50421546, 37.50422654, 37.50422232, 37.50423223, 37.50422721, 37.50421676, 37.50420986, 37.50416147, 37.50416246, 37.50412893, 37.50413277, 37.5040439, 37.5040285, 37.50400441, 37.50402097, 37.5040042], [37.5031824, 37.50312704, 37.5030843, 37.50308778, 37.50307894, 37.50307545, 37.50305335, 37.5031087, 37.5031824], [37.50405416, 37.50406272, 37.50409231, 37.50397692, 37.50395295, 37.5039762, 37.50397408, 37.50399953, 37.50399726, 37.50399872, 37.50403104, 37.50402801, 37.50405416], [37.50399486, 37.50388451, 37.50385454, 37.5039649, 37.50399486], [37.5029769, 37.50305069, 37.50311024, 37.50303644, 37.5029769], [37.50389084, 37.50396728, 37.50396849, 37.50399635, 37.50400401, 37.50402057, 37.50402659, 37.5040304, 37.50404613, 37.50392145, 37.50389084], [37.5028482, 37.50294108, 37.50298118, 37.50292008, 37.50292275, 37.50289144, 37.5028482]]","[[127.08663159, 127.08662162, 127.08662523, 127.08659971, 127.08659089, 127.08657717, 127.08667327, 127.08673063, 127.08663159], [127.08760379, 127.08774566, 127.08776187, 127.08776786, 127.08777784, 127.08777422, 127.08778544, 127.08764628, 127.08760379], [127.08674298, 127.08669474, 127.08678306, 127.0868313, 127.08674298], [127.0863994, 127.08644974, 127.08635284, 127.08630341, 127.0863994], [127.0880422, 127.08802464, 127.0880174, 127.08798966, 127.08799848, 127.08798715, 127.08797652, 127.08794934, 127.08795748, 127.08793041, 127.08792691, 127.08785805, 127.08786099, 127.0878329, 127.08782725, 127.08776054, 127.087768, 127.08775135, 127.08783183, 127.08785866, 127.0878788, 127.0879035, 127.08790045, 127.08794836, 127.08796272, 127.08801335, 127.08801099, 127.08807078, 127.08808028, 127.08809399, 127.08808959, 127.08812832, 127.0880422], [127.08661791, 127.08651865, 127.08646717, 127.08656553, 127.08661791], [127.08623311, 127.08618684, 127.08629199, 127.08633815, 127.08623311], [127.08741086, 127.08745402, 127.08745956, 127.08749795, 127.08749275, 127.08754666, 127.08750608, 127.08751005, 127.08746291, 127.08747617, 127.08734585, 127.08733555, 127.08730927, 127.087269, 127.08726641, 127.08723734, 127.08723959, 127.08720237, 127.08721489, 127.08719848, 127.08720626, 127.08721712, 127.08723167, 127.08725146, 127.08727633, 127.087241, 127.08719589, 127.08719365, 127.08717306, 127.08717137, 127.08713404, 127.08713596, 127.08708788, 127.08709326, 127.08709925, 127.08710792, 127.08715916, 127.08732529, 127.08731522, 127.08736506, 127.08738126, 127.08741086], [127.08632414, 127.08627913, 127.08636193, 127.08636477, 127.08638191, 127.08637906, 127.0864219, 127.08646692, 127.08632414], [127.08694544, 127.08694151, 127.08683765, 127.08678587, 127.08687001, 127.08688044, 127.08688789, 127.08689932, 127.08690729, 127.08690856, 127.08692306, 127.08693371, 127.08694544], [127.08657758, 127.08652768, 127.0866321, 127.08668199, 127.08657758], [127.08630846, 127.08637115, 127.08626074, 127.08619804, 127.08630846], [127.08650069, 127.08653466, 127.0865304, 127.08654278, 127.08651559, 127.08652295, 127.08650163, 127.08650333, 127.08644757, 127.08639217, 127.08650069], [127.08799353, 127.08803525, 127.08789484, 127.08786734, 127.08785653, 127.08784244, 127.08799353]]"
오금가스충전소,"[37.5062307859546, 127.131664439014]","[[37.50726409, 37.50731336, 37.50725618, 37.50725167, 37.50723366, 37.50723664, 37.5072108, 37.50720673, 37.50719197, 37.50718258, 37.50714243, 37.50716393, 37.50717761, 37.50723616, 37.50713704, 37.50705284, 37.50702564, 37.50703351, 37.50701613, 37.50701776, 37.50699435, 37.50698975, 37.50697255, 37.50697644, 37.50691989, 37.50686271, 37.50726409], [37.50709515, 37.50714124, 37.50684735, 37.50680397, 37.50709515], [37.50639955, 37.5063069, 37.50628368, 37.50626919, 37.50624533, 37.50625667, 37.50623544, 37.50632719, 37.50634291, 37.50636622, 37.5063422, 37.50651768, 37.50653683, 37.50654647, 37.50658586, 37.50657785, 37.50659835, 37.50653722, 37.50653198, 37.50647769, 37.50648176, 37.50641945, 37.50639993, 37.50637643, 37.50639955], [37.50571128, 37.50576034, 37.50581882, 37.50579713, 37.50580886, 37.50576674, 37.50571413, 37.50571128], [37.50588747, 37.50593501, 37.50586865, 37.50588619, 37.50595624, 37.50600145, 37.50581532, 37.5057, 37.50588747], [37.5054916, 37.50565451, 37.50574269, 37.50565889, 37.50563163, 37.50558483, 37.50556822, 37.50552474, 37.5054916], [37.5059223, 37.50597748, 37.50604454, 37.50600441, 37.50598197, 37.5059223], [37.50569986, 37.50560557, 37.50554438, 37.50563857, 37.50569986], [37.50644575, 37.50678187, 37.50683077, 37.50677656, 37.50677115, 37.50675377, 37.50675811, 37.50660046, 37.50658002, 37.50657623, 37.50655921, 37.50656093, 37.50651951, 37.50651725, 37.50650321, 37.50644575], [37.50666708, 37.50657244, 37.50652247, 37.50661711, 37.50666708]]","[[127.13245481, 127.13231001, 127.13227858, 127.1322875, 127.13227684, 127.13227063, 127.13225384, 127.13226153, 127.13225132, 127.13227008, 127.1322414, 127.13218771, 127.13219848, 127.13205246, 127.13198352, 127.13218548, 127.13217062, 127.13214632, 127.13213746, 127.13212717, 127.13211232, 127.13212136, 127.13211104, 127.13210052, 127.13206808, 127.13220347, 127.13245481], [127.13132429, 127.13121048, 127.13102981, 127.13113819, 127.13132429], [127.1324008, 127.1323407, 127.13239947, 127.13238926, 127.13245674, 127.13246445, 127.1325178, 127.13257349, 127.13253246, 127.13255535, 127.13260518, 127.13271418, 127.13266818, 127.13267272, 127.13257586, 127.13256895, 127.13252263, 127.13248157, 127.13249162, 127.13245602, 127.13244652, 127.13240694, 127.13245837, 127.13244724, 127.1324008], [127.13077877, 127.13082139, 127.13073497, 127.13070994, 127.1306922, 127.13065073, 127.13072642, 127.13077877], [127.1328343, 127.13270727, 127.13266553, 127.13261207, 127.13265618, 127.13251862, 127.1324199, 127.13273015, 127.1328343], [127.13087203, 127.13102953, 127.13089589, 127.13081758, 127.1308621, 127.13081531, 127.13084615, 127.13080503, 127.13087203], [127.13077055, 127.13082075, 127.1307081, 127.1306663, 127.13066988, 127.13077055], [127.13254037, 127.13249145, 127.13266768, 127.13271546, 127.13254037], [127.13193458, 127.13213501, 127.13199824, 127.13196659, 127.13197654, 127.13196497, 127.1319522, 127.13185014, 127.13183777, 127.13184489, 127.13183751, 127.13182609, 127.13179989, 127.1318086, 127.13179885, 127.13193458], [127.13112746, 127.13103233, 127.13111065, 127.1312058, 127.13112746]]"
홍익에너지(주),"[37.5081188792382, 127.103633177987]",[],[]
MG새마을금고 송파충전소,"[37.4755252508197, 127.131224015304]",[],[]
복지신정충전소,"[37.5073084052772, 126.871194546213]","[[37.50743794, 37.50744946, 37.50745537, 37.50753256, 37.50745452, 37.50736892, 37.50743794]]","[[126.8707518, 126.8707175, 126.8707205, 126.87050476, 126.87046638, 126.87071199, 126.8707518]]"
수도에너지(주),"[37.5070385045915, 126.839080498525]",[],[]
(주)대흥가스,"[37.5310229694254, 126.832025425812]","[[37.53136218, 37.53143194, 37.53134267, 37.53127319, 37.53136218], [37.53147948, 37.53154699, 37.53145659, 37.53138908, 37.53147948], [37.53036352, 37.53031295, 37.53027497, 37.530273, 37.5302322, 37.53028758, 37.53033005, 37.53032751, 37.53036352], [37.53071943, 37.53073694, 37.5307977, 37.53081739, 37.53075863, 37.53067819, 37.53071943], [37.53174251, 37.53183731, 37.53178674, 37.53169335, 37.53174251], [37.53124143, 37.53136661, 37.53132734, 37.53120243, 37.53124143], [37.53061309, 37.53071829, 37.53066065, 37.53056529, 37.53058111, 37.53057802, 37.53060034, 37.53059613, 37.53061309], [37.53031908, 37.53045806, 37.53041907, 37.53027898, 37.53031908], [37.53131993, 37.53139869, 37.53135688, 37.53127614, 37.53131993], [37.53155957, 37.53152598, 37.53152224, 37.53148105, 37.53152005, 37.53153204, 37.531542, 37.53153, 37.53156899, 37.53161018, 37.53160644, 37.53164004, 37.53155957], [37.53118689, 37.53128703, 37.53125765, 37.53115751, 37.53118689], [37.53147853, 37.53147994, 37.53149739, 37.53152215, 37.53147496, 37.53127692, 37.53123979, 37.5312881, 37.53133283, 37.53133141, 37.53147853], [37.53147943, 37.53144157, 37.5314202, 37.53141397, 37.53134591, 37.53139027, 37.53142908, 37.53142852, 37.53147943], [37.53114621, 37.53124691, 37.53120481, 37.5311041, 37.53114621], [37.5315057, 37.53161202, 37.53156372, 37.53145737, 37.5315057], [37.53085655, 37.53083084, 37.5308345, 37.53082235, 37.53081925, 37.53079495, 37.53071929, 37.53078144, 37.53085655], [37.53056815, 37.53054507, 37.53055046, 37.53051291, 37.5305392, 37.53054624, 37.53055449, 37.53054745, 37.53057375, 37.53061129, 37.53061667, 37.53063974, 37.53056815]]","[[126.83269283, 126.83264601, 126.83243709, 126.83248373, 126.83269283], [126.83261567, 126.83256956, 126.83236116, 126.83240728, 126.83261567], [126.83153347, 126.83141392, 126.83143911, 126.83143452, 126.831462, 126.83159251, 126.83156396, 126.8315576, 126.83153347], [126.83293132, 126.83297212, 126.83293133, 126.8329182, 126.83278009, 126.83283402, 126.83293132], [126.83245191, 126.83238965, 126.83226833, 126.83233093, 126.83245191], [126.8329169, 126.83283301, 126.83274099, 126.83282454, 126.8329169], [126.83121242, 126.83114785, 126.83100231, 126.83106369, 126.83110431, 126.83110573, 126.8311642, 126.83116667, 126.83121242], [126.83296439, 126.83287285, 126.83277696, 126.83286866, 126.83296439], [126.83228546, 126.83223049, 126.8321275, 126.83218214, 126.83228546], [126.83261033, 126.83263221, 126.83262316, 126.83264999, 126.83274439, 126.83273658, 126.83276068, 126.8327685, 126.83286291, 126.83283608, 126.83282705, 126.83280517, 126.83261033], [126.8323828, 126.83231611, 126.83224652, 126.83231304, 126.8323828], [126.83293776, 126.83294341, 126.83293135, 126.83291415, 126.83280324, 126.83293132, 126.83295545, 126.83306901, 126.83304062, 126.83303532, 126.83293776], [126.8327776, 126.83268823, 126.83270172, 126.83268265, 126.83272894, 126.83283773, 126.83281377, 126.83281059, 126.8327776], [126.83228407, 126.83222109, 126.83211477, 126.83217775, 126.83228407], [126.83243707, 126.83236825, 126.8322462, 126.83231432, 126.83243707], [126.83253292, 126.83246934, 126.83246721, 126.83243737, 126.83243932, 126.83237873, 126.83242681, 126.83258082, 126.83253292], [126.83252966, 126.83254388, 126.83255762, 126.83258075, 126.83264803, 126.83264369, 126.83266481, 126.83266914, 126.83273641, 126.83271328, 126.83272703, 126.83271281, 126.83252966]]"
비케이서비스산업(주),"[37.5389760344059, 126.826643090247]","[[37.53826825, 37.53827135, 37.53828887, 37.53835328, 37.53828547, 37.53822331, 37.53824055, 37.53823577, 37.53826825], [37.5383864, 37.53839118, 37.53840814, 37.53847199, 37.53840446, 37.53833863, 37.53835615, 37.53835306, 37.5383864], [37.53850398, 37.53851016, 37.53852627, 37.53858928, 37.53852202, 37.53845761, 37.53847542, 37.53847064, 37.53850398], [37.53901213, 37.53901403, 37.53906639, 37.53906275, 37.53901095, 37.53901182, 37.53898873, 37.53898877, 37.53891387, 37.53891392, 37.53887056, 37.53887577, 37.5388921, 37.53889502, 37.53890431, 37.53890605, 37.53891336, 37.53891659, 37.53892362, 37.53892448, 37.5390185, 37.53901528, 37.53900402, 37.53900285, 37.53901213], [37.53862098, 37.53862633, 37.538643, 37.53870572, 37.53863848, 37.53857491, 37.53859271, 37.53858821, 37.53862098], [37.5387423, 37.53886634, 37.5388282, 37.53870416, 37.5387423]]","[[126.82600613, 126.826004, 126.82604569, 126.82600274, 126.82584326, 126.82588478, 126.82592611, 126.8259293, 126.82600613], [126.82592983, 126.82592664, 126.8259669, 126.82592434, 126.82576413, 126.82580796, 126.82584894, 126.82585089, 126.82592983], [126.82585231, 126.8258484, 126.82588727, 126.8258461, 126.82568342, 126.8257253, 126.82576804, 126.82577123, 126.82585231], [126.82753739, 126.82748294, 126.82748122, 126.82730462, 126.82730527, 126.82732082, 126.82732139, 126.82734527, 126.82734792, 126.8273785, 126.82738195, 126.82747387, 126.82747313, 126.82754667, 126.8275447, 126.8275783, 126.82757687, 126.82766084, 126.82766047, 126.82766612, 126.82765866, 126.82756938, 126.82756994, 126.82753829, 126.82753739], [126.82577107, 126.8257677, 126.82580673, 126.8257645, 126.82560678, 126.82564954, 126.82569104, 126.82569406, 126.82577107], [126.82593538, 126.82585022, 126.82576263, 126.82584778, 126.82593538]]"
(주)남양가스,"[37.5205982652282, 126.837225114199]","[[37.51993163, 37.51999964, 37.52002268, 37.51999956, 37.51996459, 37.51987354, 37.51993163], [37.52009141, 37.52010462, 37.52011449, 37.52012179, 37.52012799, 37.52013811, 37.52014178, 37.52015807, 37.52016315, 37.52018591, 37.52018448, 37.52014811, 37.52007138, 37.52009141], [37.51989749, 37.51990283, 37.51992144, 37.51996949, 37.51986262, 37.51981711, 37.51983374, 37.51982812, 37.51989749], [37.52013023, 37.52020059, 37.52011852, 37.52004677, 37.52013023], [37.51984196, 37.51993244, 37.51987548, 37.51978471, 37.51984196], [37.51999959, 37.52001792, 37.52010559, 37.52004834, 37.51999973, 37.51996067, 37.51999959], [37.52022452, 37.5202974, 37.52021448, 37.52014188, 37.52022452]]","[[126.8371659, 126.83707261, 126.83704109, 126.83701464, 126.83697423, 126.83709922, 126.8371659], [126.837261, 126.83724276, 126.83725352, 126.83724344, 126.83724783, 126.83723455, 126.83723862, 126.83721596, 126.8372216, 126.83718938, 126.83716906, 126.83713202, 126.83723824, 126.837261], [126.83731904, 126.83731126, 126.83733171, 126.83726179, 126.83714591, 126.83721688, 126.83723522, 126.83724372, 126.83731904], [126.83765364, 126.83762293, 126.83732457, 126.83735512, 126.83765364], [126.8370664, 126.83694001, 126.83687527, 126.83700166, 126.8370664], [126.83723928, 126.83725939, 126.83713371, 126.83707056, 126.8371403, 126.83719623, 126.83723928], [126.8376181, 126.83758648, 126.83728264, 126.83731621, 126.8376181]]"
목동충전소,"[37.5256128672784, 126.864088616097]","[[37.52589051, 37.52581269, 37.52580872, 37.52577606, 37.52577407, 37.52570847, 37.52570991, 37.52565248, 37.52568512, 37.52567077, 37.52569548, 37.52571069, 37.52573231, 37.52580859, 37.52581201, 37.52587112, 37.52586771, 37.52589051], [37.52531375, 37.52530007, 37.52505601, 37.52506855, 37.52513611, 37.5251441, 37.52513819, 37.52514217, 37.52514922, 37.52515293, 37.52515659, 37.52516059, 37.52528446, 37.52526279, 37.52531375], [37.52478988, 37.52494189, 37.52492996, 37.52477991, 37.52478988], [37.5248883, 37.52497668, 37.52496303, 37.52487492, 37.5248883], [37.52505747, 37.52520385, 37.52518765, 37.52503986, 37.52505747]]","[[126.86351792, 126.86292874, 126.86290117, 126.86290582, 126.86289027, 126.86290242, 126.86291779, 126.86292886, 126.86316619, 126.8631701, 126.86335955, 126.86335651, 126.86354171, 126.86352708, 126.86355802, 126.86354712, 126.86352238, 126.86351792], [126.86316439, 126.86302301, 126.86306906, 126.86319807, 126.86318663, 126.86327977, 126.86327943, 126.86331901, 126.86331794, 126.86336742, 126.86336707, 126.86341708, 126.86339476, 126.86317367, 126.86316439], [126.86351674, 126.86349084, 126.86339595, 126.86341937, 126.86351674], [126.86364101, 126.86362547, 126.86350848, 126.86352102, 126.86364101], [126.86360446, 126.86357432, 126.8634462, 126.86347829, 126.86360446]]"
(주)세지,"[37.5175173190102, 126.888518128076]","[[37.51718343, 37.51721254, 37.51710944, 37.51709232, 37.51702049, 37.51700131, 37.51685152, 37.51684077, 37.51677403, 37.51673636, 37.51672166, 37.51681674, 37.51681477, 37.51681946, 37.51681802, 37.51711308, 37.51715008, 37.51712422, 37.51718343], [37.51842632, 37.51847087, 37.51836524, 37.51837035, 37.51827509, 37.51826927, 37.51816869, 37.51816619, 37.51812901, 37.51816641, 37.51842632]]","[[126.88791644, 126.88773733, 126.88770536, 126.88780356, 126.88778388, 126.88789397, 126.88785291, 126.88791649, 126.88831114, 126.88830113, 126.88838802, 126.88841344, 126.88842464, 126.88842588, 126.88843391, 126.88850915, 126.8882857, 126.8882811, 126.88791644], [126.88892642, 126.8886715, 126.88864495, 126.88861282, 126.88858898, 126.88862541, 126.88860068, 126.88861708, 126.88885525, 126.88886413, 126.88892642]]"
기린에너지,"[37.5360139572956, 126.899247694056]","[[37.53583075, 37.53586915, 37.53587573, 37.53581135, 37.53577968, 37.53577231, 37.53579683, 37.53578982, 37.53583075]]","[[126.90007784, 126.90000021, 126.89998693, 126.89993484, 126.90000021, 126.90001547, 126.90003286, 126.90004633, 126.90007784]]"
양평동충전소,"[37.5280394242985, 126.891167327773]",[],[]
신흥에너지산업(주),"[37.5788182093213, 126.900249453204]","[[37.57887749, 37.57885928, 37.57881635, 37.57864536, 37.57864691, 37.57863366, 37.57863467, 37.57862035, 37.57862995, 37.57858414, 37.57845883, 37.57845974, 37.57844712, 37.57844768, 37.57843479, 37.5783241, 37.57865435, 37.57876332, 37.57866927, 37.57866709, 37.5786807, 37.57867761, 37.57869356, 37.57868199, 37.5787223, 37.57884959, 37.57884778, 37.57886489, 37.57886308, 37.57887749]]","[[126.89941558, 126.89919406, 126.89915087, 126.89916705, 126.89918245, 126.89918508, 126.89920409, 126.89920638, 126.89937267, 126.89943647, 126.89945271, 126.89946436, 126.89946732, 126.89948851, 126.89947764, 126.89963391, 126.89998588, 126.89982679, 126.89973194, 126.89971688, 126.89971664, 126.89969513, 126.89969353, 126.89954207, 126.89947704, 126.89945603, 126.89943939, 126.89943688, 126.89941764, 126.89941558]]"
(주)삼표에너지 수색충전소,"[37.5788006469716, 126.89995740713]","[[37.57950583, 37.57958043, 37.57958399, 37.57962271, 37.57999158, 37.57999478, 37.58004773, 37.5800227, 37.5799611, 37.57993195, 37.57989925, 37.57986237, 37.5798154, 37.5797667, 37.57960043, 37.5795643, 37.57941219, 37.57934974, 37.57934357, 37.57930557, 37.57933484, 37.57940591, 37.57925521, 37.57931428, 37.57926363, 37.57929763, 37.57929442, 37.57935977, 37.57950583], [37.57887749, 37.57885928, 37.57881635, 37.57864536, 37.57864691, 37.57863366, 37.57863467, 37.57862035, 37.57862995, 37.57858414, 37.57845883, 37.57845974, 37.57844712, 37.57844768, 37.57843479, 37.5783241, 37.57865435, 37.57876332, 37.57866927, 37.57866709, 37.5786807, 37.57867761, 37.57869356, 37.57868199, 37.5787223, 37.57884959, 37.57884778, 37.57886489, 37.57886308, 37.57887749]]","[[126.89929722, 126.89929984, 126.89923349, 126.8992108, 126.89859139, 126.89853737, 126.89850731, 126.89842503, 126.8982502, 126.89817858, 126.89819538, 126.89816215, 126.89823184, 126.89818662, 126.89844769, 126.89844241, 126.89842088, 126.89841542, 126.89846444, 126.89848261, 126.89858571, 126.89877116, 126.8990262, 126.89908658, 126.89918027, 126.89921294, 126.8992614, 126.8992758, 126.89929722], [126.89941558, 126.89919406, 126.89915087, 126.89916705, 126.89918245, 126.89918508, 126.89920409, 126.89920638, 126.89937267, 126.89943647, 126.89945271, 126.89946436, 126.89946732, 126.89948851, 126.89947764, 126.89963391, 126.89998588, 126.89982679, 126.89973194, 126.89971688, 126.89971664, 126.89969513, 126.89969353, 126.89954207, 126.89947704, 126.89945603, 126.89943939, 126.89943688, 126.89941764, 126.89941558]]"
